#Character ID	Max Speakers	Gender	Age	Status	Comment	Reference	FCBH Character
Gaza, people of (wicked)	-1					JDG 16:2	Philistine
Gedaliah, governor of Judah	1	Male			son of Ahikam, son of Shaphan	2KI 25:24 <-(2 more)-> JER 40:16
Gedaliah, son of Pashur	1	Male				JER 38:4 & JER 38:25
Gehazi	1	Male				2KI 4:14 <-(7 more)-> 2KI 8:5
Gemariah, son of Hilkiah	1	Male				JER 29:4 <-(18 more)-> JER 29:23
Gemariah, son of Shaphan	1	Male				JER 36:15 <-(3 more)-> JER 36:25
Gentiles	-1					ACT 13:48
Gentiles, Jews, and leaders at Iconium	-1					ACT 14:5
Geshem the Arab	1	Male				NEH 2:19 <-(2 more)-> NEH 6:9
Gibeonites	-1	Male				JOS 9:6 <-(11 more)-> 2SA 21:6
Gideon (Jerubbaal)	1	Male				JDG 6:13 <-(21 more)-> JDG 8:24
Gilead, elders of	-1	Male				JDG 11:6 <-(1 more)-> JDG 11:10	Elder
Gilead, leaders of	-1	Male				JDG 10:18	Elder
Gilead, men of	-1	Male				JDG 12:5 & JDG 12:6	Gileadite
God	1	Male		Y		GEN 1:3 <-(5886 more)-> REV 21:8
God's chosen (beloved) friend or ally	1	Male				ISA 48:16
Gog	1	Male				EZK 38:11 & EZK 38:12
Goliath, Philistine champion	1	Male	Adult			1SA 17:8 <-(3 more)-> 1SA 17:44
Good Priest	1	Male			Many quotes resolve to this pseudo-character by default	
great company of heavenly host	-1		Adult			LUK 2:14
Grecian Jews	-1	Either				ACT 6:1 & ACT 6:5
Greeks	-1	Male				JHN 12:21	Foreigner
guardians of Ahab's sons	-1	Male				2KI 10:4 & 2KI 10:5
guards at high priests' house	-1	Male	Adult			LUK 22:64
Habakkuk	1	Male				HAB 1:2 <-(40 more)-> HAB 3:19
Hadad the Edomite	1	Male				1KI 11:21 & 1KI 11:22
Hagar, Sarai's maid	1	Female				GEN 16:8 <-(1 more)-> GEN 21:16
Haggai	1	Male				HAG 1:2 <-(28 more)-> HAG 2:23
half-tribe of Manasseh	-1	Male				JOS 1:16 <-(9 more)-> JOS 22:29
Haman, highest noble to Xerxes, king	1	Male				EST 3:8 <-(7 more)-> EST 6:11
Hamor, Hivite ruler	1	Male				GEN 34:8 <-(4 more)-> GEN 34:23
Hanamel (Jeremiah's cousin)	1	Male				JER 32:8
Hanani the seer	1	Male			father of Jehu	2CH 16:7 <-(1 more)-> 2CH 16:9	Hanani (prophet)
Hanani, brother of Nehemiah	1	Male				NEH 1:3
Hananiah, false prophet	1	Male				JER 28:2 <-(2 more)-> JER 28:11
Hannah	1	Female				1SA 1:11 <-(17 more)-> 1SA 2:10
Harbona, eunuch attending Xerxes, king	1	Male				EST 7:9	Eunuch
harvesters	-1	Male				RUT 2:4
Hazael of Aram	1	Male			Annointed King of Aram/Syria by Elijah; assasinated Ben Hadad II about 16 years later	2KI 8:9 <-(2 more)-> 2KI 8:14
head	1	Neuter				1CO 12:21
heads of all the families	-1	Male				NEH 8:15
hearers	-1					ISA 28:9 & ISA 28:10
Hellenists in Antioch	-1	Male			Gr. Hellēnistēs	ACT 11:21
herald	1	Male				DAN 3:4 <-(2 more)-> NAM 1:15
herdsman	1	Male				GEN 26:20
herdsmen of pigs	-1	Male				MAT 8:33 <-(3 more)-> LUK 8:36
Herod Antipas (the tetrarch)	1	Male				MAT 14:2 <-(16 more)-> LUK 23:11
Herod the Great	1	Male				MAT 2:4 <-(2 more)-> MAT 2:16
Herodias	1	Female				MAT 14:8 <-(1 more)-> MRK 6:24
Herodias' daughter	1	Female				MAT 14:8 <-(1 more)-> MRK 6:25
Heshbon, people of	-1	Male				JER 48:2
Hezekiah, king of Judah	1	Male				2KI 18:14 <-(52 more)-> ISA 39:8	Hezekiah
high priest	1	Male			Not a particular (historical) high priest, but rather an arbitrary (hypothetical) holder of that office	HEB 9:7
high priest's servant (relative of the man whose ear Peter cut off)	1	Male				MAT 26:73 <-(2 more)-> JHN 18:26
Hilkiah, high priest	1	Male				2KI 22:8 & 2CH 34:15
him who hears	1	Male				REV 22:17
Hirah, the Adullamite	1	Male				GEN 38:21 & GEN 38:22
Hiram, king of Tyre	1	Male				1KI 5:7 <-(8 more)-> 2CH 2:16
Hittites	-1	Male				GEN 23:6
Hobab, Moses brother-in-law	1	Male				NUM 10:30
holy one (in vision)	1	Male				DAN 4:14 <-(3 more)-> DAN 8:14
Holy Spirit, the	1	Male		Y		EZK 3:24 <-(41 more)-> REV 22:17
horseman, first	1	Male				2KI 9:18
horseman, second	1	Male				2KI 9:19
Hosea	1	Male				HOS 2:13 <-(24 more)-> HOS 9:17
house of Aaron, the	-1	Male				PSA 118:3
Huldah, prophetess	1	Female				2KI 22:15 <-(10 more)-> 2CH 34:28
husband accusing wife	1		Adult			DEU 22:14
husband of excellent wife	-1		Adult			PRO 31:29
husband of Shunammite	1	Male				2KI 4:19 & 2KI 4:23	Father
Hushai, David's friend	1	Male				2SA 16:16 <-(10 more)-> 2SA 17:16
hymn, early creedal	1	PreferMale				1TI 3:16
idolaters from Judah (men)	-1	Male				JER 44:16 <-(2 more)-> JER 44:25
idolaters from Judah (women)	-1	Female				JER 44:16 <-(2 more)-> JER 44:19
immoral woman	1	Female				PRO 7:14 <-(6 more)-> PRO 30:20
informer	-1	PreferMale				JDG 15:6 <-(11 more)-> ACT 21:31
inhabitant of valley	-1	PreferMale				JER 21:13
inhabitants of Egyptian and Ethiopian coastlands	-1	Male				ISA 20:6
inscription on forehead of Babylon	1	PreferFemale				REV 17:5
invaders	-1	Male				JER 6:4 & JER 6:5
invalid for 38 years	1	Male				JHN 5:7 <-(2 more)-> JHN 5:15
Irijah, captain of the guard of Judah	1	Male				JER 37:13
Isaac	1	Male	Adult			GEN 22:7 <-(5 more)-> HEB 11:20
Isaac (old)	1	Male	Elder			GEN 27:1 <-(23 more)-> GEN 28:6
Isaiah	1	Male				2KI 19:6 <-(430 more)-> ISA 66:6
Ish-Bosheth, son of Saul	1	Male				2SA 3:7
Ishmael, son of Nethaniah (murderer)	1	Male				JER 41:6
islanders	-1					ISA 41:6
Israel	-1					NUM 21:17 <-(70 more)-> MAL 1:2	Israelite
Israel, all	-1					1SA 12:4 <-(8 more)-> JER 13:12
Israel, all the tribes	-1	Male				2SA 5:1 & 2SA 5:2
Israel, fathers of	-1	Male				JER 2:6
Israel, leaders of	-1	Male				JOS 9:19 <-(2 more)-> 2CH 12:6
Israel, men of	-1	Male				JOS 9:7 <-(7 more)-> EZK 12:27
Israelite army commanding officers	-1	Male				NUM 31:49 & NUM 31:50
Israelite assembly	-1	Male				JDG 21:10 & JDG 21:11
Israelite assembly, elders of	-1	Male	Elder			JDG 21:16 <-(5 more)-> JDG 21:22	Elder
Israelite community	-1					NUM 14:2 <-(4 more)-> PSA 78:20
Israelite fighting men	-1	Male				JDG 7:20
Israelite foremen	-1	Male				EXO 5:15 <-(1 more)-> EXO 5:21
Israelite officers	-1	Male				JOS 3:3 & JOS 3:4
Israelite soldier in Saul's army	1	Male				1SA 14:28
Israelite spies from house of Joseph	-1	Male				JDG 1:24
Israelite spies from Joshua, two men	2	Male				JOS 2:14 <-(4 more)-> JOS 2:24
Israelite spies Joshua sent to Ai	-1	Male	Adult			JOS 7:3
Israelites	-1					EXO 14:11 <-(76 more)-> 1KI 20:8
Israelites (excluding Benjamites)	-1	Male				JDG 20:23 & JDG 20:28
Israelites (soldiers)	-1	Male				1SA 14:36 <-(2 more)-> 1SA 17:25
Israelites, some	-1	Male				NUM 9:7
Issachar	1	Male	Adult			GEN 37:8 <-(33 more)-> GEN 50:18
Ittai	1	Male				2SA 15:21
Jabez	1	Male				1CH 4:10
Jabez's mother	1	Female				1CH 4:9
Jacob (Israel)	1	Male				GEN 25:31 <-(142 more)-> GEN 49:32
Jael	1	Female				JDG 4:18 & JDG 4:22
Jahaziel	1	Male				2CH 20:15 <-(1 more)-> 2CH 20:17
jailer in Philippi	1	Male				ACT 16:27 <-(2 more)-> ACT 16:36
Jairus (synagogue leader)	1	Male				MAT 9:18 <-(2 more)-> LUK 8:41
Jairus' wife	1	Female				MRK 5:42
James	1	Male			The brother of Jesus and author of the book of James	JHN 21:5 <-(16 more)-> GAL 2:10
James, the disciple	1	Male			Do not confuse with James (the brother of Jesus and author of the book of James)	MAT 17:10 <-(11 more)-> JHN 21:3
Jebusites	-1	Male				2SA 5:6 <-(1 more)-> 1CH 11:5	Jebusite
Jehizkiah	1	Male			leader in Ephraim	2CH 28:13
Jehoash, king of Israel	1	Male				2KI 13:14 <-(3 more)-> 2CH 25:19
Jehoiada the priest	1	Male				2KI 11:5 <-(10 more)-> 2CH 23:14
Jehoiada's sons	-1	Male				2CH 23:11
Jehonadab, son of Rechab	1	Male				2KI 10:15
Jehoshaphat, king of Judah	1	Male				1KI 22:4 <-(23 more)-> 2CH 20:20
Jehu, son of Hanani	1	Male				2CH 19:2 & 2CH 19:3	Jehu (prophet)
Jehu, son of Nimshi	1	Male				2KI 9:5 <-(30 more)-> 2KI 10:25	Jehu
Jehucal	1	Male			son of Shelemiah	JER 37:3 <-(1 more)-> JER 38:25
Jehudi	1	Male				JER 36:14
Jephthah	1	Male				JDG 11:7 <-(7 more)-> JDG 12:4
Jephthah's daughter	1	Female	YoungAdult		youth	JDG 11:36 & JDG 11:37
Jephthah's half-brothers	-1	Male				JDG 11:2	Son of Gilead
Jeremiah	1	Male				JER 1:6 <-(709 more)-> LAM 3:66
Jeremiah's enemies	-1	Male				JER 17:15 <-(1 more)-> JER 20:10
Jeremiah's friends (bad)	-1	PreferMale				JER 20:10
Jeroboam	1	Male				1KI 12:4 <-(10 more)-> 2CH 10:16
Jerusalem (personified)	1	Male				JER 51:34 & JER 51:35
Jeshua	1	Male				EZR 4:3
Jesse	1	Male				1SA 16:11 <-(2 more)-> 1SA 17:19
Jesus	1	Male	Adult	Y		JOS 5:14 <-(2141 more)-> REV 22:20
Jesus (child)	1	Male	Child	Y	youth (12)	LUK 2:49	Child (Jesus)
Jesus' brothers	4	Male				JHN 7:3 & JHN 7:4
Jesus' family	-1	Either				MAT 12:46 <-(1 more)-> MRK 3:31
Jethro (Reuel), Moses' father-in-law	1	Male				EXO 2:18 <-(12 more)-> EXO 18:23
Jewish leaders	-1	Male				ACT 25:3 & ACT 25:7
Jewish leaders in Pisidian Antioch	-1	Male				ACT 13:45 & ACT 13:50
Jews from Asia	-1					ACT 21:28
Jews of Berea	-1				noble	ACT 17:11 & ACT 17:14
Jews of Cyrene, Alexandria, Cilicia & Asia	-1					ACT 6:11
Jews who had been with Mary and Martha	-1					JHN 11:31 <-(1 more)-> JHN 12:17
Jews who had been with Mary and Martha, some	-1					JHN 11:37
Jews who had believed Jesus	-1					JHN 8:33 <-(1 more)-> JHN 8:41
Jews, God-fearing from every nation	-1					ACT 2:7 <-(4 more)-> ACT 2:12
Jews, God-fearing from every nation, some	-1					ACT 2:13
Jews, leaders of the (in Rome)	-1	Male				ACT 28:21 & ACT 28:22
Jews, many	-1					JHN 10:20
Jews, more than forty in conspiracy	-1	Male				ACT 23:12 <-(1 more)-> ACT 23:15	Assassin
Jews, other	-1					JHN 10:21
Jews, the	-1	Male				EZR 5:4 <-(46 more)-> ROM 3:5
Jezebel	1	Female				1KI 19:2 <-(5 more)-> 2KI 9:31
Joab	1	Male				2SA 2:14 <-(34 more)-> 1CH 21:3
Joab's men, one of	1	Male				2SA 20:11
Joah	1	Male				2KI 18:26 & ISA 36:11
Joash, father of Gideon (Jerubbaal)	1	Male				JDG 6:31 & JDG 6:32	Joash
Joash, king of Judah	1	Male			Also called Jehoash, but not to be confused by the king of Israel with that name	2KI 12:4 <-(3 more)-> 2CH 24:6	Joash (king)
Job	1	Male				JOB 1:5 <-(509 more)-> JOB 42:6
Job's wife	1	Female				JOB 2:9
Joel	1	Male				JOL 3:9 <-(1 more)-> JOL 3:11
Johanan	1	Male			son of Kareah	JER 40:14 <-(6 more)-> JER 43:3
John	1	Male				MAT 17:10 <-(35 more)-> GAL 2:10
John the Baptist	1	Male				MAT 3:2 <-(48 more)-> JHN 3:36
John, Alexander, and other men of the high priest's family	-1	Male				ACT 4:7 <-(4 more)-> ACT 4:18
Jonadab	1	Male				2SA 13:4 <-(3 more)-> 2SA 13:35
Jonah	1	Male				JON 1:9 <-(14 more)-> JON 4:9
Jonathan	1	Male				1SA 14:1 <-(35 more)-> 1SA 23:17
Jonathan's armor bearer	1	Male				1SA 14:7	Armor-bearer
Jonathan, son of Abiathar	1	Male				2SA 17:21 <-(5 more)-> 1KI 1:48	Jonathan (priest)
Joram (Jehoram), king of Israel	1	Male				2KI 3:7 <-(16 more)-> 2KI 9:23	Jehoram
Joram, son of Toi	1	Male				2SA 8:10
Joseph	1	Male				GEN 37:6 <-(84 more)-> EXO 13:19
Joseph of Arimathaea	1	Male				MAT 27:58 <-(4 more)-> JHN 19:38
Joseph, people of	1	Male				JOS 17:14 & JOS 17:16
Joseph, the carpenter	1	Male			Jesus' earthly father	MAT 1:19 <-(1 more)-> LUK 2:44
Joshua	1	Male	Adult			EXO 32:17 <-(69 more)-> JOS 22:8
Joshua (old)	1	Male	Elder			JOS 23:2 <-(32 more)-> JOS 24:27
Josiah, king of Judah	1	Male				2KI 22:4 <-(12 more)-> 2CH 35:23
Jotham, son of Gideon (Jerubbaal)	1	Male				JDG 9:7 <-(12 more)-> JDG 9:20
Judah	1	Male				GEN 37:8 <-(66 more)-> GEN 50:18
Judah, all	-1	Either			Personification of Judah as adulteress	JER 13:12 & JER 13:22
Judah, leaders of	-1	Male				ZEC 12:5
Judah, men of	-1	Male				JDG 1:3 <-(8 more)-> JER 18:12	Judean
Judah, people in	-1					NEH 4:10
Judah, people of	-1					JER 5:12 <-(4 more)-> HAG 1:2
Judah, remnant of	-1					JER 42:13 <-(1 more)-> JER 42:20
Judah, repentant leaders	-1	Male				ZEC 1:6
Judaizers	-1	Male				GAL 6:12
Judas Iscariot	1	Male				MAT 26:15 <-(9 more)-> JHN 12:5
Judas, apostle (not Judas Iscariot)	1	Male				JHN 14:22	Judas (not Iscariot)
judge (corrupt)	1	Male				PRO 24:24 & MIC 7:3
Julius	1	Male			centurian of the Augustan band	ACT 27:3
king	1	Male				PRO 25:7
King Herod Agrippa II	1	Male				ACT 12:4 <-(6 more)-> ACT 26:32	King Agrippa
King Lemuel	1	Male				PRO 31:1 <-(29 more)-> PRO 31:31
King Lemuel's mother	1	Female				PRO 31:2 <-(28 more)-> PRO 31:31	Mother of King Lemuel (female)
king of Babylon	1	Male				ISA 14:13 & ISA 14:14
king of Bela	1	Male				GEN 14:4
king of Jericho	1	Male				JOS 2:3
king of Nineveh	1	Male				JON 3:7 <-(1 more)-> JON 3:9
king of the Ammonites	1	Male				JDG 11:13
King Xerxes' personal servants	-1	Male	Adult			EST 2:2 <-(3 more)-> EST 6:5
King Xerxes' servants at the gate	-1	Male				EST 3:3
kings of the earth	-1	Male				PSA 2:3 & REV 18:10
kings over the nations	-1	Male				ISA 14:10
kings, princes, generals, rich, powerful, slave and free	-1	Male				REV 6:16 & REV 6:17
kinsman-redeemer	1	Male				RUT 4:4 <-(1 more)-> RUT 4:8	Near Kinsman
Kish, father of Saul	1	Male				1SA 9:3
Korah	1	Male			son of Izhar, son of Kohath, son of Levi	NUM 16:3
Laban	1	Male				GEN 24:31 <-(29 more)-> GEN 31:53
Laban's sons	-1	Male				GEN 31:1
Lamech (descendent of Cain)	1	Male				GEN 4:23 & GEN 4:24	Lamech 1st
Lamech (descendent of Seth)	1	Male				GEN 5:29	Lamech 2nd
leaders	-1	Male				EZR 9:1 <-(4 more)-> LUK 19:47
leaders, many	-1	Male				JHN 12:42
Leah	1	Female				GEN 29:32 <-(11 more)-> GEN 31:16
leech's two daughters	2	Female				PRO 30:15
leper	1	Male				MAT 8:2 <-(2 more)-> LUK 5:12	Man (Leper)
leper, thankful Samaritan	1	Male				LUK 17:15 & LUK 17:16	Man (Leper) Healed
lepers, ten	10	Male				LUK 17:13	Man (Leper)
letter from apostles and elders	1	PreferMale				ACT 15:23 <-(5 more)-> ACT 15:29
Levi	1	Male				GEN 34:14 <-(38 more)-> GEN 50:18	Son of Jacob
Levite husband of concubine	1	Male				JDG 19:12 <-(7 more)-> JDG 20:7
Levite, young, from Bethlehem	1	Male	YoungAdult			JDG 17:9 <-(2 more)-> JDG 18:18
Levites	8	Male				2CH 7:6 <-(60 more)-> JHN 1:25
Levites, family heads of	-1	Male				JOS 21:2
living creature, first	1					REV 4:8 <-(4 more)-> REV 19:4
living creature, fourth	1					REV 4:8 <-(4 more)-> REV 19:4
living creature, second	1					REV 4:8 <-(4 more)-> REV 19:4
living creature, third	1					REV 4:8 <-(4 more)-> REV 19:4
lookout	1	Male				ISA 21:8 <-(1 more)-> ISA 21:10	Watchman
lookout in Jezreel	1	Male				2KI 9:17 <-(1 more)-> 2KI 9:20
Lot	1	Male				GEN 19:2 <-(5 more)-> GEN 19:20
Lydia	1	Female				ACT 16:15
lying words	-1	Male				JER 7:4
Macedonian	1	Male				ACT 16:9
magi (wise men from East)	-1	Male				MAT 2:2	Wise Man
magicians	-1	Male				EXO 8:19
magistrates, chief	-1	Male				ACT 16:39
maidens	-1	Female	YoungAdult			SNG 1:4 <-(16 more)-> SNG 8:9	Daughter of Jerusalem (female)
Makir	1	Male			son of Ammiel from Lo Debar	2SA 17:29
Malachi	1	Male				MAL 1:9
Malta islanders	-1					ACT 28:4 & ACT 28:6
man (at Shechem)	1	Male				GEN 37:15 & GEN 37:17
man (Hebrew fighting)	1	Male				EXO 2:14	Hebrew
man (hypothetical)	1	Male				ECC 8:4 <-(7 more)-> ZEC 13:6
man all alone	1	Male				ECC 4:8
man answered David	1	Male				2SA 11:3
man delivered from Legion of demons	1	Male			Account in Matthew 8 indicates that there were two men, but since other accounts only have 1, best to keep as single voice.	MAT 8:29 <-(12 more)-> LUK 8:38
man escaped from Jerusalem	1	Male				EZK 33:21
man in linen above river	1	Male				DAN 10:11 <-(60 more)-> DAN 12:13
man in linen with writing kit (in vision)	1	Male				EZK 9:11
man like bronze with measuring rod (in vision)	1	Male				EZK 40:4 <-(13 more)-> EZK 47:12
man of Gibeah	1	Male				1SA 10:12
man of God (prophet to Amaziah)	1	Male				2CH 25:7 <-(1 more)-> 2CH 25:9
man of God (prophet to Eli)	1	Male				1SA 2:27 <-(8 more)-> 1SA 2:36
man of God (prophet to the king of Israel)	1	Male				1KI 20:28
man of God from Judah	1	Male				1KI 13:2 <-(5 more)-> 1KI 13:17
man of lawlessness	1	Male				2TH 2:4
man possessed by evil spirit	1	Male				MRK 1:24 & LUK 4:34
man reporting to David	1	Male				2SA 13:30
man who builds his house by unrighteousness	1	Male				JER 22:14
man who says 'I know him'	1	Male				1JN 2:4
man who says 'we remain in union with God'	1	Male				1JN 2:6
man with measuring line (in vision)	1	Male				ZEC 2:2
man with sponge	1	Male				MRK 15:36
man's brother (hypothetical)	1	Male				ISA 3:7
man's voice from the Ulai (in vision)	1	Male				DAN 8:16
man, deceitful	1	Male				PRO 26:19
man, still another	1	Male				LUK 9:61
man, wicked	1	Male				PSA 10:4 <-(2 more)-> PSA 10:13
Manoah's wife, mother of Samson	1	Female				JDG 13:6 <-(4 more)-> JDG 14:3	Mother of Samson (female)
Manoah, father of Samson	1	Male				JDG 13:8 <-(5 more)-> JDG 14:3	Manoah
many in crowd	-1					MRK 9:26
many Samaritans	-1					JHN 4:40 & JHN 4:42
Martha	1	Female				LUK 10:38 <-(8 more)-> JHN 11:39
Mary Magdalene	1	Female				MRK 16:3 <-(10 more)-> JHN 20:18
Mary mother of James	1	Female				MRK 16:3 <-(2 more)-> LUK 24:11
Mary, Jesus' mother	1	Female				LUK 1:29 <-(18 more)-> JHN 2:5	Mary (Jesus' Mother)
Mary, sister of Martha	1	Female				JHN 11:3 <-(1 more)-> JHN 11:34
master of the banquet	1	Male				JHN 2:9 & JHN 2:10
Melchizedek, king of Salem (priest of God Most High)	1	Male				GEN 14:19 <-(1 more)-> HEB 7:1
Memucan, noble advisor to Xerxes, king	1	Male				EST 1:16 <-(3 more)-> EST 1:20
men	-1	Male				NEH 5:2 <-(2 more)-> LAM 4:15	Man
men (soldiers) standing near David	-1	Male				1SA 17:27
men appointed to sing and praise	-1	Male				2CH 20:21
men dressed in white, two (angels)	2	Male	Adult			ACT 1:11
men from Cornelius	3	Male				ACT 10:17 <-(1 more)-> ACT 10:22
men from Jairus' house	-1	Male				MRK 5:35 & LUK 8:49
men from Judea, some	-1	Male				ACT 15:1
men in Capernaum synagogue	-1	Male				MRK 1:27 <-(1 more)-> LUK 4:36
men in mourning, ten of eighty	10	Male				JER 41:8
men in Nazareth synagogue	-1	Male				MAT 13:54 <-(3 more)-> MRK 6:3
men of Anathoth	-1	Male			people who wanted to kill Jeremiah	JER 11:19 & JER 11:21
men of Ashdod	-1	Male				1SA 5:7 <-(2 more)-> NEH 6:9
men of Babel	-1	Male				GEN 11:3 & GEN 11:4
men of Bethel	-1	Male				2KI 23:17 & ZEC 7:3
men of David	-1	Male				2SA 18:3
men of David, one	1	Male				2SA 18:10 <-(1 more)-> 2SA 18:13
men of Enaim	-1	Male				GEN 38:21
men of Gennesaret	-1	Male				MAT 14:35
men of Gerar	-1	Male				GEN 26:7
men of Jabesh	-1	Male				1SA 11:1 & 1SA 11:10
men of Jericho	-1	Male				2KI 2:19
men of Sodom (wicked)	-1	Male				GEN 19:5 & GEN 19:9	Sodomite
men who are complacent	-1	Male				ZEP 1:12
men who have gone astray	-1	Male				2TI 2:18
men with leprosy, four	4	Male				2KI 7:3 <-(2 more)-> 2KI 7:10	Leper
men, large force of	-1	Male				2CH 32:4
men, many	-1	Male				PSA 4:6
men, other	-1	Male				NEH 5:3
men, some	-1	Male				2CH 20:2 & 2CH 22:9
men, still others	-1	Male				NEH 5:4 & NEH 5:5
Mephibosheth, son of Jonathan	1	Male				2SA 9:6 <-(4 more)-> 2SA 19:30
merchants of the earth	-1	PreferMale				REV 18:14 <-(2 more)-> REV 18:17
Meshach	1	Male			original Hebrew name: Mishael	DAN 3:16 <-(1 more)-> DAN 3:18
message from Tamar, daughter-in-law of Judah	1	PreferFemale				GEN 38:25
message to Saul	1	Male				1SA 19:19
messenger	-1					2CH 18:12 <-(8 more)-> JER 27:11
messenger from battle to David	1	Male				2SA 11:23 & 2SA 11:24
messenger from guardians of Ahab's children	1	Male				2KI 10:8	Messenger
messenger of Ahab, king of Israel	1	Male				1KI 22:13
messenger to Abimelech	1	Male				JDG 9:47
messenger to Abraham	1	Male				GEN 22:20 <-(1 more)-> GEN 22:22
messenger to David	1	Male				2SA 15:13
messenger to Jesus	1	Male				MAT 4:12
messenger to Job	1	Male				JOB 1:14 & JOB 1:15	Messenger
messenger to Job, another	1	Male				JOB 1:16	Messenger
messenger to Job, still another	1					JOB 1:17	Messenger
messenger to Job, yet another	1					JOB 1:18 & JOB 1:19	Messenger
messenger to king of Jericho	1	Male				JOS 2:2
messenger to Saul	1	Male				1SA 23:7 & 1SA 23:27
messenger to the king and to the queen mother	1	Male				JER 13:18 & JER 13:19
messenger, Cushite	1	Male				2SA 18:31 & 2SA 18:32	Cushite
messengers from Jephthah	-1	PreferMale				JDG 11:12 <-(12 more)-> JDG 11:27
messengers Israel sent to Amorite king Sihon	-1	PreferMale				NUM 21:22
messengers Moses sent to king of Edom	-1	Male				NUM 20:14 <-(3 more)-> NUM 20:19
messengers of Ahaziah	-1	Male				2KI 1:6 & 2KI 1:8
messengers of Ben-Hadad, king of Aram	-1	Male				1KI 20:2 <-(3 more)-> 1KI 20:10
messengers of Jabesh	-1	Male				1SA 11:4 & 1SA 11:9
messengers of Saul	-1	Male				1SA 11:7
messengers sent by Jacob	-1	Male				GEN 32:6
messenger telling about Zimri's conspiracy	1	Male				1KI 16:16
messengers to Jezebel	-1	Male				1KI 21:14
messengers to Joab	-1	PreferMale				2SA 3:23
messengers to Saul	-1	PreferMale				1SA 14:33
Micah of Ephraim	1	Male				JDG 17:2 <-(3 more)-> JDG 18:24
Micah's mother	1	Female				JDG 17:2 & JDG 17:3
Micah, prophet	1	Male			from Moresheth-Gath	JER 26:18 <-(53 more)-> MIC 6:9	Micah (prophet)
Micaiah, son of Imlah	1	Male				1KI 22:14 <-(18 more)-> 2CH 18:27
Michael, archangel	1	Male				JUD 1:9
Michal, David's wife	1	Female				1SA 19:11 <-(2 more)-> 2SA 6:20	Michal (female)
Midianite soldier who had a dream	1	Male				JDG 7:13
Midianite soldier who interprets dream	1	Male				JDG 7:14
midwife of Rachel	1	Female				GEN 35:17
midwife of Tamar, daughter-in-law of Judah	1	Female				GEN 38:28 & GEN 38:29
Miriam	1	Female	Adult			EXO 15:21 <-(1 more)-> NUM 12:2
Miriam (young)	1	Female	Child			EXO 2:7
Moabite officials	-1	Male				NUM 22:14
Moabite officials, more distinguished	-1	Male				NUM 22:16 & NUM 22:17
Moabites	-1	Male				NUM 22:4 <-(4 more)-> EZK 25:8
Moabitesses (female)	-1	Female				ISA 16:3 & ISA 16:4	Daughter of Moab (female)
mob	-1	PreferMale				ACT 17:6 & ACT 17:7
molded thing	1					ROM 9:20
Mordecai, cousin of Esther	1	Male				EST 4:13 & EST 4:14
Moses	1	Male				EXO 2:13 <-(1186 more)-> NEH 8:15
mother of cured man, blind from birth	1	Female				JHN 9:20 <-(2 more)-> JHN 9:23
mother of false prophet	1	Female				ZEC 13:3
mother of the sons of Zebedee (James and John)	1	Female				MAT 20:20 & MAT 20:21
mourners	-1					JER 34:5
multitude from all nations, tribes, peoples, languages	-1					REV 7:10
musicians	-1					PSA 87:7
Naaman	1	Male				2KI 5:4 <-(6 more)-> 2KI 5:23
Naaman's servants	-1	Male				2KI 5:4 & 2KI 5:13
Nabal	1	Male				1SA 25:10 & 1SA 25:11
Naboth	1	Male				1KI 21:3 & 1KI 21:4
Nahash the Ammonite	1	Male				1SA 11:2
Nahum	1	Male				NAM 1:12 <-(16 more)-> NAM 3:19
Naomi	1	Female				RUT 1:8 <-(16 more)-> RUT 3:18
Naphtali	1	Male				GEN 37:8 <-(33 more)-> GEN 50:18
Nathan	1	Male				2SA 7:3 <-(20 more)-> 1CH 17:2
Nathanael	1	Male				JHN 1:46 <-(3 more)-> JHN 21:5
nations	-1	PreferMale				DEU 4:6 <-(14 more)-> ZEC 8:23
nations, neighboring (reply)	-1	PreferMale				JER 22:9
Nebuchadnezzar, king of Babylon	1	Male				JER 39:12 <-(58 more)-> DAN 4:37
Nebuzaradan	1	Male				JER 39:14 <-(3 more)-> JER 40:5
Neco, king of Egypt	1	Male				2CH 35:21	Ambassador
Nehemiah	1	Male				NEH 1:2 <-(47 more)-> NEH 13:31
neighboring nations around Moab	-1					JER 48:17
neighbors and relatives of Elizabeth and Zacharias (Zechariah)	-1	Either				LUK 1:58 <-(2 more)-> LUK 1:62
neighbors of man blind from birth	-1					JHN 9:8 <-(1 more)-> JHN 9:12
neighbors of man blind from birth, others	-1					JHN 9:9
neighbors of man blind from birth, some	-1					JHN 9:9
news giver to Jacob	1	Male				GEN 48:2
news giver to Joseph	1	Male				GEN 48:1
news to Pharoah's palace	1					GEN 45:16
Nicodemus	1	Male				JHN 3:2 <-(2 more)-> JHN 7:51
Nineveh	-1	Female			The text personifies the city using female pronouns	NAM 2:8 & ZEP 2:15
no one	-1					JER 8:6 & JER 22:18
Noah	1	Male				GEN 9:25 <-(1 more)-> GEN 9:27
nobles and officials (Jewish)	-1	Male				NEH 2:18 & NEH 5:12	Official
non-reader	1					ISA 29:12
oarsmen, mariners, pilots of the sea	-1		Adult			EZK 27:32 <-(3 more)-> EZK 27:36
Obadiah, manager of Ahab's palace	1	Male				1KI 18:7 <-(5 more)-> 1KI 18:14
