Control File Version	163
#	C	V	Character ID	Delivery	Alias	Quote Type	Default Character	Parallel Passage
# DEU Almost the whole book is by Moses -- In some Bibles, first level quotes are actually 2nd level -- see DEU 1.5
GEN	18	29	God		God (Yahweh)	Normal		
GEN	18	30	Abraham (Abram)			Normal		
GEN	18	30	God		God (Yahweh)	Normal		
GEN	18	31	Abraham (Abram)			Normal		
GEN	18	31	God		God (Yahweh)	Normal		
GEN	18	32	Abraham (Abram)			Normal		
GEN	18	32	God		God (Yahweh)	Normal		
GEN	19	2	angels at Sodom, two			Normal		
GEN	19	2	Lot			Normal		
GEN	19	3	angels at Sodom, two			Indirect		
GEN	19	5	men of Sodom (wicked)			Normal		
GEN	19	7	Lot			Normal		
GEN	19	8	Lot			Implicit		
GEN	19	9	men of Sodom (wicked)			Normal		
GEN	19	12	angels at Sodom, two			Normal		
GEN	19	13	angels at Sodom, two			Implicit		
GEN	19	14	Lot			Normal		
GEN	19	15	angels at Sodom, two			Normal		
GEN	19	17	angels at Sodom, two			Normal		
GEN	19	18	Lot			Normal		
GEN	19	19	Lot			Implicit		
GEN	19	20	Lot			Implicit		
GEN	19	21	angels at Sodom, two			Normal		
GEN	19	22	angels at Sodom, two			Normal		
GEN	19	31	older daughter of Lot			Normal		
GEN	19	32	older daughter of Lot			Implicit		
GEN	19	34	older daughter of Lot			Normal		
GEN	20	2	Abraham (Abram)			Normal		
GEN	20	3	God		God (Yahweh) (in vision)	Normal		
GEN	20	4	Abimelech 1, king of the Philistines (in Gerar)		Abimelech, king of Gerar	Normal		
GEN	20	5	Abimelech 1, king of the Philistines (in Gerar)		Abimelech, king of Gerar	Normal		
GEN	20	6	God		God (Yahweh) (in vision)	Normal		
GEN	20	7	God		God (Yahweh) (in vision)	Normal		
GEN	20	9	Abimelech 1, king of the Philistines (in Gerar)		Abimelech, king of Gerar	Normal		
GEN	20	10	Abimelech 1, king of the Philistines (in Gerar)		Abimelech, king of Gerar	Normal		
GEN	20	11	Abraham (Abram)			Normal		
GEN	20	12	Abraham (Abram)			Normal		
GEN	20	13	Abraham (Abram)			Normal		
GEN	20	15	Abimelech 1, king of the Philistines (in Gerar)		Abimelech, king of Gerar	Normal		
GEN	20	16	Abimelech 1, king of the Philistines (in Gerar)		Abimelech, king of Gerar	Normal		
GEN	21	6	Sarah (Sarai) (old)			Normal		
GEN	21	7	Sarah (Sarai) (old)			Normal		
GEN	21	10	Sarah (Sarai) (old)			Normal		
GEN	21	12	God		God (Yahweh)	Normal		
GEN	21	13	God		God (Yahweh)	Normal		
GEN	21	16	Hagar, Sarai's maid			Normal		
# Although the expression "angel of God" here uses Elohim rather than YHWH, the words spoken
# suggest that this is in fact the voice of God, which can then be treated as a theophany (which
# may lead the casting director to assign this character to the same actor who does the
# voice of Jesus or to the actor who does God). Of course, it can also be casted as a "normal"
# angel who is understood to be speaking God's very words. In any case, this is a casting decision
# and not an actual ambiguity in the text.
GEN	21	17	Yahweh's angel		angel of God	Normal	Jesus	
GEN	21	18	Yahweh's angel		angel of God	Normal	Jesus	
GEN	21	22	Abimelech 1, king of the Philistines (in Gerar)/Phicol		Abimelech and Phicol	Normal		
GEN	21	23	Abimelech 1, king of the Philistines (in Gerar)/Phicol		Abimelech and Phicol	Normal		
GEN	21	24	Abraham (Abram)			Normal		
GEN	21	26	Abimelech 1, king of the Philistines (in Gerar)		Abimelech	Normal		
GEN	21	29	Abimelech 1, king of the Philistines (in Gerar)		Abimelech	Normal		
GEN	21	30	Abraham (Abram)			Normal		
GEN	22	1	Abraham (Abram)			Normal		
GEN	22	1	God		God (Yahweh)	Normal		
GEN	22	2	God		God (Yahweh)	Normal		
GEN	22	5	Abraham (Abram)			Normal		
GEN	22	7	Abraham (Abram)			Normal		
GEN	22	7	Isaac			Normal		
GEN	22	8	Abraham (Abram)			Normal		
GEN	22	11	Abraham (Abram)			Normal		
GEN	22	11	Yahweh's angel	calling out from the sky		Normal	Jesus	
GEN	22	12	Yahweh's angel	calling out from the sky		Normal	Jesus	
GEN	22	14	saying (proverb)			Quotation		
GEN	22	14	narrator-GEN			Quotation		
GEN	22	14	Abraham (Abram)			Indirect		
GEN	22	14	Needs Review			Quotation		
GEN	22	16	Yahweh's angel	calling out from the sky		Normal	Jesus	
GEN	22	17	Yahweh's angel	calling out from the sky		Normal	Jesus	
GEN	22	18	Yahweh's angel	calling out from the sky		Normal	Jesus	
GEN	22	20	messenger to Abraham			Normal		
GEN	22	21	messenger to Abraham			Normal		
GEN	22	22	messenger to Abraham			Normal		
GEN	23	4	Abraham (Abram)			Normal		
GEN	23	6	Hittites			Normal		
GEN	23	8	Abraham (Abram)			Normal		
GEN	23	9	Abraham (Abram)			Normal		
GEN	23	11	Ephron the Hittite			Normal		
GEN	23	13	Abraham (Abram)			Normal		
GEN	23	15	Ephron the Hittite			Normal		
GEN	24	2	Abraham (Abram)			Normal		
GEN	24	3	Abraham (Abram)			Normal		
GEN	24	4	Abraham (Abram)			Normal		
GEN	24	5	Abraham's chief servant			Normal		
GEN	24	6	Abraham (Abram)			Normal		
GEN	24	7	Abraham (Abram)			Normal		
GEN	24	8	Abraham (Abram)			Normal		
GEN	24	12	Abraham's chief servant			Normal		
GEN	24	13	Abraham's chief servant			Normal		
GEN	24	14	Abraham's chief servant			Normal		
GEN	24	17	Abraham's chief servant			Normal		
GEN	24	18	Rebekah			Normal		
GEN	24	19	Rebekah			Normal		
GEN	24	23	Abraham's chief servant			Normal		
GEN	24	24	Rebekah			Normal		
GEN	24	25	Rebekah			Normal		
GEN	24	27	Abraham's chief servant			Normal		
GEN	24	30	Rebekah			Quotation		
GEN	24	30	narrator-GEN			Quotation		
GEN	24	30	Needs Review			Quotation		
GEN	24	31	Laban			Normal		
GEN	24	33	Abraham's chief servant			Normal		
GEN	24	33	Laban			Normal		
GEN	24	34	Abraham's chief servant			Normal		
GEN	24	35	Abraham's chief servant			Normal		
GEN	24	36	Abraham's chief servant			Normal		
GEN	24	37	Abraham's chief servant			Normal		
GEN	24	38	Abraham's chief servant			Normal		
GEN	24	39	Abraham's chief servant			Normal		
GEN	24	40	Abraham's chief servant			Normal		
GEN	24	41	Abraham's chief servant			Normal		
GEN	24	42	Abraham's chief servant			Normal		
GEN	24	43	Abraham's chief servant			Normal		
GEN	24	44	Abraham's chief servant			Normal		
GEN	24	45	Abraham's chief servant			Normal		
GEN	24	46	Abraham's chief servant			Normal		
GEN	24	47	Abraham's chief servant			Normal		
GEN	24	48	Abraham's chief servant			Normal		
GEN	24	49	Abraham's chief servant			Normal		
GEN	24	50	Laban/Bethuel, Rebekah's father			Normal	Laban	
GEN	24	51	Laban/Bethuel, Rebekah's father			Normal	Laban	
GEN	24	54	Abraham's chief servant			Normal		
GEN	24	55	Laban/Rebekah's mother			Normal		
GEN	24	56	Abraham's chief servant			Normal		
GEN	24	57	Laban/Rebekah's mother			Normal	Laban	
GEN	24	58	Laban/Rebekah's mother			Normal	Laban	
GEN	24	58	Rebekah			Normal		
GEN	24	60	Laban/Rebekah's mother			Normal	Laban	
GEN	24	65	Rebekah			Normal		
GEN	24	65	Abraham's chief servant			Normal		
GEN	25	22	Rebekah			Normal		
GEN	25	23	God		God (Yahweh)	Normal		
GEN	25	30	Esau			Normal		
GEN	25	31	Jacob (Israel)			Normal		
GEN	25	32	Esau			Normal		
GEN	25	33	Jacob (Israel)			Normal		
GEN	26	2	God		God (Yahweh)	Normal		
GEN	26	3	God		God (Yahweh)	Normal		
GEN	26	4	God		God (Yahweh)	Normal		
GEN	26	5	God		God (Yahweh)	Normal		
GEN	26	7	men of Gerar			Indirect		
GEN	26	7	Isaac	deceiving		Normal		
GEN	26	7	Isaac	thought		Normal		
#The words that Isaac was afraid to say (i.e., "my wife") should be spoken by the narrator
GEN	26	7	narrator-GEN			Quotation		
GEN	26	9	Abimelech 2, king of the Philistines (in Gerar)		Abimelech, king of the Philistines	Normal		
GEN	26	9	Isaac			Normal		
GEN	26	10	Abimelech 2, king of the Philistines (in Gerar)		Abimelech, king of the Philistines	Normal		
GEN	26	11	Abimelech 2, king of the Philistines (in Gerar)		Abimelech, king of the Philistines	Normal		
GEN	26	16	Abimelech 2, king of the Philistines (in Gerar)		Abimelech, king of the Philistines	Normal		
GEN	26	20	herdsman	angry, quarreling		Normal		
GEN	26	22	Isaac			Normal		
GEN	26	24	God		God (Yahweh)	Normal		
GEN	26	27	Isaac			Normal		
GEN	26	28	Abimelech 2, king of the Philistines (in Gerar)		Abimelech, king of the Philistines	Normal		
GEN	26	29	Abimelech 2, king of the Philistines (in Gerar)		Abimelech, king of the Philistines	Normal		
GEN	26	32	servants of Isaac			Normal		
GEN	26	33	narrator-GEN			Quotation		
GEN	27	1	Esau			Normal		
GEN	27	1	Isaac (old)			Normal		
GEN	27	2	Isaac (old)			Normal		
GEN	27	3	Isaac (old)			Normal		
GEN	27	4	Isaac (old)			Normal		
GEN	27	6	Rebekah			Normal		
GEN	27	7	Rebekah			Normal		
GEN	27	8	Rebekah			Normal		
GEN	27	9	Rebekah			Normal		
GEN	27	10	Rebekah			Normal		
GEN	27	11	Jacob (Israel)			Normal		
GEN	27	12	Jacob (Israel)			Normal		
GEN	27	13	Rebekah			Normal		
GEN	27	18	Isaac (old)			Normal		
GEN	27	18	Jacob (Israel)			Normal		
GEN	27	19	Jacob (Israel)			Normal		
GEN	27	20	Isaac (old)			Normal		
GEN	27	20	Jacob (Israel)			Normal		
GEN	27	21	Isaac (old)			Normal		
GEN	27	22	Isaac (old)			Normal		
GEN	27	24	Isaac (old)			Normal		
GEN	27	24	Jacob (Israel)			Normal		
GEN	27	25	Isaac (old)			Normal		
GEN	27	26	Isaac (old)			Normal		
GEN	27	27	Isaac (old)			Normal		
GEN	27	28	Isaac (old)			Normal		
GEN	27	29	Isaac (old)			Normal		
GEN	27	31	Esau			Normal		
GEN	27	32	Esau			Normal		
GEN	27	32	Isaac (old)			Normal		
GEN	27	33	Isaac (old)			Normal		
GEN	27	34	Esau			Normal		
GEN	27	35	Isaac (old)			Normal		
GEN	27	36	Esau			Normal		
GEN	27	37	Isaac (old)			Normal		
GEN	27	38	Esau			Normal		
GEN	27	39	Isaac (old)			Normal		
GEN	27	40	Isaac (old)			Normal		
GEN	27	41	Esau			Normal		
GEN	27	42	Rebekah			Normal		
GEN	27	43	Rebekah			Normal		
GEN	27	44	Rebekah			Normal		
GEN	27	45	Rebekah			Normal		
GEN	27	46	Rebekah			Normal		
GEN	28	1	Isaac (old)			Normal		
GEN	28	2	Isaac (old)			Normal		
GEN	28	3	Isaac (old)			Normal		
GEN	28	4	Isaac (old)			Normal		
GEN	28	6	Isaac (old)			Quotation		
GEN	28	6	narrator-GEN			Quotation		
GEN	28	13	God		God (Yahweh) (in vision)	Normal		
GEN	28	14	God		God (Yahweh) (in vision)	Normal		
GEN	28	15	God		God (Yahweh) (in vision)	Normal		
GEN	28	16	Jacob (Israel)			Normal		
GEN	28	17	Jacob (Israel)			Normal		
GEN	28	20	Jacob (Israel)			Normal		
GEN	28	21	Jacob (Israel)			Normal		
GEN	28	22	Jacob (Israel)			Normal		
GEN	29	4	Jacob (Israel)			Dialogue		
GEN	29	4	shepherds at well			Dialogue		
GEN	29	5	Jacob (Israel)			Dialogue		
GEN	29	5	shepherds at well			Dialogue		
GEN	29	6	Jacob (Israel)			Dialogue		
GEN	29	6	shepherds at well			Dialogue		
GEN	29	7	Jacob (Israel)			Dialogue		
GEN	29	8	shepherds at well			Dialogue		
GEN	29	14	Laban			Normal		
GEN	29	15	Laban			Normal		
GEN	29	18	Jacob (Israel)			Normal		
GEN	29	19	Laban			Normal		
GEN	29	20	Jacob (Israel)			Indirect		
GEN	29	21	Jacob (Israel)			Normal		
GEN	29	25	Jacob (Israel)			Normal		
GEN	29	26	Laban			Normal		
GEN	29	27	Laban			Normal		
GEN	29	32	Leah			Normal		
GEN	29	33	Leah			Normal		
GEN	29	34	Leah			Normal		
GEN	29	35	Leah			Normal		
GEN	30	1	Rachel			Normal		
GEN	30	2	Jacob (Israel)			Normal		
GEN	30	3	Rachel			Normal		
GEN	30	6	Rachel			Normal		
GEN	30	8	Rachel			Normal		
GEN	30	11	Leah			Normal		
GEN	30	13	Leah			Normal		
GEN	30	14	Rachel			Normal		
GEN	30	15	Leah			Normal		
GEN	30	15	Rachel			Normal		
GEN	30	16	Leah			Normal		
GEN	30	18	Leah			Normal		
GEN	30	20	Leah			Normal		
GEN	30	23	Rachel			Normal		
GEN	30	24	Rachel			Normal		
GEN	30	25	Jacob (Israel)			Normal		
GEN	30	26	Jacob (Israel)			Normal		
GEN	30	27	Laban			Normal		
GEN	30	28	Laban			Normal		
GEN	30	29	Jacob (Israel)			Normal		
GEN	30	30	Jacob (Israel)			Normal		
GEN	30	31	Laban			Normal		
GEN	30	31	Jacob (Israel)			Normal		
GEN	30	32	Jacob (Israel)			Normal		
GEN	30	33	Jacob (Israel)			Normal		
GEN	30	34	Laban			Normal		
GEN	31	1	Laban's sons			Normal		
GEN	31	3	God		God (Yahweh)	Normal		
GEN	31	5	Jacob (Israel)			Normal		
GEN	31	6	Jacob (Israel)			Normal		
GEN	31	7	Jacob (Israel)			Normal		
GEN	31	8	Jacob (Israel)			Normal		
GEN	31	9	Jacob (Israel)			Normal		
GEN	31	10	Jacob (Israel)			Normal		
GEN	31	11	Jacob (Israel)			Normal		
GEN	31	12	Jacob (Israel)			Normal		
GEN	31	13	Jacob (Israel)			Normal		
GEN	31	14	Rachel/Leah			Normal	Rachel	
GEN	31	15	Rachel/Leah			Normal	Rachel	
GEN	31	16	Rachel/Leah			Normal	Rachel	
GEN	31	24	God		God (Yahweh) (in vision)	Normal		
GEN	31	26	Laban			Normal		
GEN	31	27	Laban			Normal		
GEN	31	28	Laban			Normal		
GEN	31	29	Laban			Normal		
GEN	31	30	Laban			Normal		
GEN	31	31	Jacob (Israel)			Normal		
GEN	31	32	Jacob (Israel)			Normal		
GEN	31	35	Rachel			Normal		
GEN	31	36	Jacob (Israel)			Normal		
GEN	31	37	Jacob (Israel)			Normal		
GEN	31	38	Jacob (Israel)			Normal		
GEN	31	39	Jacob (Israel)			Normal		
GEN	31	40	Jacob (Israel)			Normal		
GEN	31	41	Jacob (Israel)			Normal		
GEN	31	42	Jacob (Israel)			Normal		
GEN	31	43	Laban			Normal		
GEN	31	44	Laban			Normal		
GEN	31	46	Jacob (Israel)			Normal		
GEN	31	47	Jacob (Israel)			Indirect		
GEN	31	47	Laban			Indirect		
GEN	31	47	narrator-GEN			Quotation		
GEN	31	48	Laban			Normal		
GEN	31	49	Laban			Normal		
GEN	31	50	Laban			Normal		
GEN	31	51	Laban			Normal		
GEN	31	52	Laban			Normal		
GEN	31	53	Laban			Normal		
GEN	32	2	Jacob (Israel)			Normal		
GEN	32	4	Jacob (Israel)			Normal		
GEN	32	5	Jacob (Israel)			Normal		
GEN	32	6	messengers sent by Jacob			Normal		
GEN	32	8	Jacob (Israel)	thought		Normal		
GEN	32	9	Jacob (Israel)	praying		Normal		
GEN	32	10	Jacob (Israel)	praying		Normal		
